id,income
184,0.970248
185,0.223343
186,0.191113
187,0.996966
188,0.246487
189,0.042655
190,0.637902
191,0.007813
192,0.005285
193,0.083128
194,0.021977
195,0.222409
196,0.000407
197,0.561484
198,0.183129
199,0.024340
200,0.021977
201,0.839025
202,0.035059
203,0.820757
204,0.030436
205,0.016533
206,0.625468
207,0.345351
208,0.057029
209,0.001762
210,0.001118
211,0.839038
212,0.002102
213,0.015333
214,0.311742
215,0.997550
216,0.004959
217,0.692506
218,0.070316
219,0.205482
220,0.013652
221,0.642758
222,0.744703
223,0.186965
224,0.476071
225,0.008987
226,0.002859
227,0.003233
228,0.006659
229,0.332968
230,0.003662
231,0.995557
232,0.059399
233,0.001797
234,0.006144
235,0.247424
236,0.008246
237,0.728097
238,0.997397
239,0.995955
240,0.080219
241,0.002000
242,0.004296
243,0.103212
244,0.001003
245,0.068864
246,0.589181
247,0.466428
248,0.027808
249,0.297955
250,0.002510
251,0.015265
252,0.035761
253,0.011118
254,0.234776
255,0.433826
256,0.354502
257,0.515565
258,0.069578
259,0.446323
260,0.777519
261,0.062421
262,0.032191
263,0.375480
264,0.901292
265,0.031079
266,0.035902
267,0.004420
268,0.642221
269,0.026494
270,0.011560
271,0.114295
272,0.976036
273,0.134204
274,0.102947
275,0.543630
276,0.343222
277,0.723644
278,0.264321
279,0.007857
280,0.001371
281,0.600526
282,0.813128
283,0.044730
284,0.036913
285,0.003877
286,0.650091
287,0.168579
288,0.404158
289,0.021473
290,0.996631
291,0.006768
292,0.559451
293,0.993311
294,0.153858
295,0.040959
296,0.140169
297,0.001348
298,0.765486
299,0.009293
300,0.542696
301,0.456367
302,0.001980
303,0.933813
304,0.996979
305,0.192131
306,0.008714
307,0.008864
308,0.829663
309,0.069290
310,0.011210
311,0.795817
312,0.008184
313,0.048178
314,0.040949
315,0.437280
316,0.010218
317,0.004044
318,0.997812
319,0.415083
320,0.321842
321,0.507952
322,0.174433
323,0.014021
324,0.282669
325,0.009962
326,0.003830
327,0.797394
328,0.967803
329,0.013946
330,0.013616
331,0.035854
332,0.667374
333,0.037661
334,0.182602
335,0.026249
336,0.012178
337,0.092469
338,0.048021
339,0.026308
340,0.514523
341,0.005599
342,0.013618
343,0.179423
344,0.001352
345,0.023189
346,0.023756
347,0.075354
348,0.571194
349,0.691034
350,0.003053
351,0.591024
352,0.034739
353,0.032496
354,0.002456
355,0.016262
356,0.126368
357,0.346257
358,0.990653
359,0.050120
360,0.710718
361,0.451509
362,0.039349
363,0.112050
364,0.019708
365,0.022125
366,0.004256
367,0.003423
368,0.010988
369,0.002025
370,0.099525
371,0.241217
372,0.340520
373,0.017294
374,0.100682
375,0.278312
376,0.000637
377,0.073673
378,0.691986
379,0.030045
380,0.015386
381,0.001601
382,0.996858
383,0.013348
384,0.532065
385,0.009241
386,0.264616
387,0.997587
388,0.260946
389,0.016621
390,0.250504
391,0.901013
392,0.165354
393,0.338834
394,0.011174
395,0.004242
396,0.864697
397,0.001244
398,0.002515
399,0.049067
400,0.866999
401,0.075077
402,0.017654
403,0.006818
404,0.003227
405,0.654019
406,0.168556
407,0.001370
408,0.079351
409,0.010668
410,0.731185
411,0.139020
412,0.218829
413,0.003081
414,0.110537
415,0.013979
416,0.002466
417,0.096392
418,0.003416
419,0.007113
420,0.046291
421,0.002593
422,0.456760
423,0.001881
424,0.725327
425,0.688055
426,0.058740
427,0.003660
428,0.105350
429,0.001603
430,0.264251
431,0.038409
432,0.949193
433,0.026269
434,0.002206
435,0.146336
436,0.001348
437,0.005880
438,0.655924
439,0.359562
440,0.794470
441,0.001395
442,0.118511
443,0.015341
444,0.998648
445,0.055609
446,0.990693
447,0.200402
448,0.018140
449,0.147125
450,0.510078
451,0.994286
452,0.946358
453,0.001685
454,0.485021
455,0.979232
456,0.001129
457,0.965053
458,0.445942
459,0.015945
460,0.010322
461,0.808868
462,0.019423
463,0.616047
464,0.038512
465,0.832354
466,0.250441
467,0.061876
468,0.056209
469,0.001818
470,0.026553
471,0.052527
472,0.030666
473,0.004059
474,0.017284
475,0.097389
476,0.050348
477,0.037665
478,0.487906
479,0.001003
480,0.083620
481,0.000573
482,0.019342
483,0.031180
484,0.009962
485,0.126368
486,0.803384
487,0.007480
488,0.001372
489,0.077564
490,0.993598
491,0.001887
492,0.364163
493,0.551048
494,0.741742
495,0.277751
496,0.685011
497,0.178472
498,0.760108
499,0.995752
500,0.040338
501,0.204970
502,0.510286
503,0.003995
504,0.459539
505,0.003345
506,0.698402
507,0.001616
508,0.208109
509,0.307642
510,0.289290
511,0.018122
512,0.588889
513,0.015945
514,0.031239
515,0.401235
516,0.007343
517,0.721682
518,0.244832
519,0.025017
520,0.744563
521,0.432670
522,0.173281
523,0.010423
524,0.017249
525,0.378030
526,0.361921
527,0.042149
528,0.001752
529,0.001188
530,0.647503
531,0.000928
532,0.031780
533,0.017230
534,0.393624
535,0.002593
536,0.596473
537,0.014380
538,0.003163
539,0.002534
540,0.040668
541,0.017629
542,0.001055
543,0.213764
544,0.019307
545,0.231505
546,0.827579
547,0.133544
548,0.306814
549,0.001558
550,0.277751
551,0.004103
552,0.755793
553,0.767868
554,0.808508
555,0.076168
556,0.361653
557,0.019203
558,0.014259
559,0.313728
560,0.003183
561,0.623802
562,0.251745
563,0.296181
564,0.026407
565,0.871374
566,0.002708
567,0.563745
568,0.668483
569,0.085185
570,0.005946
571,0.435748
572,0.032198
573,0.014971
574,0.897862
575,0.001719
576,0.022730
577,0.001017
578,0.695216
579,0.943171
580,0.057311
581,0.291830
582,0.916664
583,0.027272
584,0.507523
585,0.027118
586,0.997605
587,0.345253
588,0.016604
589,0.184186
590,0.483421
591,0.008430
592,0.525534
593,0.373480
594,0.001698
595,0.001506
596,0.017480
597,0.768337
598,0.044729
599,0.439052
600,0.706352
601,0.002527
602,0.087431
603,0.029817
604,0.997773
605,0.996823
606,0.002461
607,0.153815
608,0.041582
609,0.014963
610,0.996624
611,0.085737
612,0.001349
613,0.682617
614,0.987782
615,0.030319
616,0.015835
617,0.997439
618,0.001255
619,0.001337
620,0.415992
621,0.113488
622,0.010738
623,0.006429
624,0.000913
625,0.037399
626,0.385228
627,0.069763
628,0.019726
629,0.022376
630,0.021881
631,0.310977
632,0.026480
633,0.373480
634,0.030123
635,0.084042
636,0.086633
637,0.511125
638,0.022887
639,0.140539
640,0.011038
641,0.973453
642,0.126368
643,0.001672
644,0.002030
645,0.016435
646,0.026676
647,0.006314
648,0.318816
649,0.997905
650,0.241561
651,0.103488
652,0.540882
653,0.012964
654,0.011418
655,0.073696
656,0.066752
657,0.826790
658,0.007940
659,0.446274
660,0.824627
661,0.750258
662,0.663430
663,0.033084
664,0.101822
665,0.060174
666,0.001235
667,0.255556
668,0.001887
669,0.824896
670,0.049753
671,0.045063
672,0.285334
673,0.215620
674,0.149316
675,0.103121
676,0.725526
677,0.011826
678,0.496991
679,0.118407
680,0.006239
681,0.001935
682,0.638253
683,0.551343
684,0.058350
685,0.011676
686,0.009812
687,0.011728
688,0.547091
689,0.027770
690,0.700738
691,0.072764
692,0.346825
693,0.001814
694,0.973693
695,0.003912
696,0.316012
697,0.005821
698,0.000520
699,0.088795
700,0.054033
701,0.993831
702,0.034210
703,0.013302
704,0.012189
705,0.020559
706,0.011963
707,0.618815
708,0.001776
709,0.056151
710,0.734458
711,0.017247
712,0.016044
713,0.029287
714,0.001291
715,0.140554
716,0.008173
717,0.802621
718,0.012310
719,0.946234
720,0.130843
721,0.011346
722,0.121822
723,0.349868
724,0.995854
725,0.012306
726,0.476828
727,0.096591
728,0.042140
729,0.994693
730,0.138709
731,0.095813
732,0.847810
733,0.039623
734,0.796802
735,0.034299
736,0.913000
737,0.360166
738,0.381801
739,0.975649
740,0.026842
741,0.911761
742,0.118613
743,0.688484
744,0.319509
745,0.005774
746,0.231884
747,0.047174
748,0.047700
749,0.053627
750,0.050936
751,0.561020
752,0.007789
753,0.006406
754,0.035186
755,0.302326
756,0.012464
757,0.211991
758,0.025084
759,0.008947
760,0.536832
761,0.990727
762,0.007293
763,0.016277
764,0.495402
765,0.011956
766,0.654046
767,0.019399
768,0.481706
769,0.014923
770,0.215782
771,0.044059
772,0.060701
773,0.883851
774,0.270191
775,0.639012
776,0.369461
777,0.610011
778,0.031430
779,0.093061
780,0.001514
781,0.685424
782,0.011262
783,0.730704
784,0.016772
785,0.010639
786,0.103825
787,0.684823
788,0.033035
789,0.469672
790,0.008729
791,0.017380
792,0.578753
793,0.060986
794,0.904847
795,0.010521
796,0.180323
797,0.617729
798,0.017391
799,0.026264
800,0.053740
801,0.059922
802,0.007531
803,0.001511
804,0.038157
805,0.042349
806,0.551343
807,0.033160
808,0.052942
809,0.036239
810,0.101399
811,0.010089
812,0.019773
813,0.001007
814,0.259259
815,0.036862
816,0.016879
817,0.173281
818,0.468634
819,0.074526
820,0.170101
821,0.996445
822,0.009264
823,0.320658
824,0.343072
825,0.011843
826,0.897589
827,0.002411
828,0.043865
829,0.444209
830,0.292903
831,0.002792
832,0.002720
833,0.186886
834,0.115153
835,0.667547
836,0.013711
837,0.159866
838,0.137232
839,0.725269
840,0.156779
841,0.001571
842,0.017265
843,0.740658
844,0.078473
845,0.022666
846,0.125908
847,0.003044
848,0.005641
849,0.008192
850,0.000445
851,0.013141
852,0.233985
853,0.001878
854,0.011200
855,0.996475
856,0.414964
857,0.004775
858,0.195627
859,0.333376
860,0.026070
861,0.043706
862,0.023072
863,0.003220
864,0.003194
865,0.018321
866,0.026135
867,0.705043
868,0.165682
869,0.996886
870,0.679097
871,0.737787
872,0.109087
873,0.031192
874,0.025213
875,0.003694
876,0.001173
877,0.022340
878,0.031720
879,0.004572
880,0.349022
881,0.538546
882,0.182554
883,0.990152
884,0.001486
885,0.194831
886,0.003394
887,0.277345
888,0.003877
889,0.415992
890,0.001036
891,0.729903
892,0.770569
893,0.022456
894,0.027157
895,0.186347
896,0.017139
897,0.016364
898,0.294599
899,0.012960
900,0.049199
901,0.049123
902,0.630661
903,0.996865
904,0.571147
905,0.362335
906,0.135958
907,0.002218
908,0.002076
909,0.062771
910,0.220047
911,0.213015
912,0.013801
913,0.005275
914,0.028803
915,0.001113
916,0.000507
917,0.021856
918,0.994756
919,0.021936
920,0.003621
921,0.000947
922,0.037974
923,0.000895
924,0.983421
925,0.013811
926,0.075811
927,0.010472
928,0.024606
929,0.030526
930,0.154313
931,0.013944
932,0.234655
933,0.253744
934,0.178003
935,0.264588
936,0.003337
937,0.039925
938,0.037866
939,0.057410
940,0.091641
941,0.023228
942,0.996666
943,0.022204
944,0.126632
945,0.027084
946,0.014713
947,0.314259
948,0.057812
949,0.032854
950,0.089134
951,0.289748
952,0.013693
953,0.030805
954,0.010290
955,0.007778
956,0.349506
957,0.399131
958,0.062004
959,0.003607
960,0.968147
961,0.038013
962,0.004219
963,0.814911
964,0.017029
965,0.012877
966,0.135790
967,0.072241
968,0.366805
969,0.044083
970,0.030564
971,0.002967
972,0.002536
973,0.244409
974,0.025544
975,0.000956
976,0.141222
977,0.009059
978,0.336617
979,0.090932
980,0.003086
981,0.157063
982,0.679552
983,0.334971
984,0.068264
985,0.050674
986,0.159531
987,0.091060
988,0.015574
989,0.002930
990,0.002101
991,0.243211
992,0.001616
993,0.718548
994,0.825198
995,0.084927
996,0.379585
997,0.008697
998,0.042867
999,0.010348
1000,0.151369
1001,0.153891
1002,0.008919
1003,0.027142
1004,0.293613
1005,0.975019
1006,0.021138
1007,0.257627
1008,0.067809
1009,0.142766
1010,0.037530
1011,0.192160
1012,0.324052
1013,0.010852
1014,0.001685
1015,0.020292
1016,0.163475
1017,0.048672
1018,0.038375
1019,0.993460
1020,0.021355
1021,0.610757
1022,0.000899
1023,0.081883
1024,0.297487
1025,0.989135
1026,0.009116
1027,0.971334
1028,0.001291
1029,0.020167
1030,0.003030
1031,0.010482
1032,0.000976
1033,0.001216
1034,0.326286
1035,0.824170
1036,0.781613
1037,0.012860
1038,0.078129
1039,0.010577
1040,0.997034
1041,0.112115
1042,0.001859
1043,0.013079
1044,0.002510
1045,0.074860
1046,0.001693
1047,0.037643
1048,0.909335
1049,0.242400
1050,0.036113
1051,0.009684
1052,0.016021
1053,0.305029
1054,0.019081
1055,0.018695
1056,0.815910
1057,0.001408
1058,0.650813
1059,0.009930
1060,0.039217
1061,0.347056
1062,0.985556
1063,0.260845
1064,0.078135
1065,0.794186
1066,0.031119
1067,0.195547
1068,0.191581
1069,0.002795
1070,0.014289
1071,0.993541
1072,0.021152
1073,0.091573
1074,0.001543
1075,0.001819
1076,0.981158
1077,0.208027
1078,0.509396
1079,0.040764
1080,0.003880
1081,0.001544
1082,0.046169
1083,0.030023
1084,0.016554
1085,0.001253
1086,0.010740
1087,0.039477
1088,0.396710
1089,0.005497
1090,0.794968
1091,0.014326
1092,0.210122
1093,0.367493
1094,0.040977
1095,0.804117
1096,0.286183
1097,0.404892
1098,0.005622
1099,0.019223
1100,0.703369
1101,0.492169
1102,0.001972
1103,0.013132
1104,0.855959
1105,0.000760
1106,0.294631
1107,0.078578
1108,0.021206
1109,0.036534
1110,0.326639
1111,0.180848
1112,0.191581
1113,0.172200
1114,0.005999
1115,0.006000
1116,0.453653
1117,0.014074
1118,0.212390
1119,0.002534
1120,0.002000
1121,0.002447
1122,0.006833
1123,0.955139
1124,0.076872
1125,0.005125
1126,0.002470
1127,0.008231
1128,0.550013
1129,0.020146
1130,0.007740
1131,0.024146
1132,0.225472
1133,0.047827
1134,0.528569
1135,0.012402
1136,0.535319
1137,0.296291
1138,0.002217
1139,0.028719
1140,0.565150
1141,0.010654
1142,0.028714
1143,0.006278
1144,0.001388
1145,0.050869
1146,0.997207
1147,0.990708
1148,0.005920
1149,0.006470
1150,0.047136
1151,0.170648
1152,0.012407
1153,0.013051
1154,0.429984
1155,0.613422
1156,0.007424
1157,0.218393
1158,0.192160
1159,0.693866
1160,0.007335
1161,0.159996
1162,0.011408
1163,0.005917
1164,0.982193
1165,0.051547
1166,0.004350
1167,0.205020
1168,0.284338
1169,0.494114
1170,0.716155
1171,0.997119
1172,0.938200
1173,0.001770
1174,0.991192
1175,0.106310
1176,0.105419
1177,0.003900
1178,0.895080
1179,0.042401
1180,0.165992
1181,0.356284
1182,0.409657
1183,0.007247
1184,0.010598
1185,0.253439
1186,0.046177
1187,0.005451
1188,0.378030
1189,0.079655
1190,0.868687
1191,0.000979
1192,0.028984
1193,0.027126
1194,0.001186
1195,0.615616
1196,0.054850
1197,0.487796
1198,0.800301
1199,0.656475
1200,0.118511
1201,0.071252
1202,0.174632
1203,0.335139
1204,0.070257
1205,0.452077
1206,0.097985
1207,0.429302
1208,0.003210
1209,0.011908
1210,0.031575
1211,0.043707
1212,0.005491
1213,0.043662
1214,0.998244
1215,0.720055
1216,0.983140
1217,0.291412
1218,0.315709
1219,0.401619
1220,0.006006
1221,0.490440
1222,0.322792
1223,0.461160
1224,0.006332
1225,0.001762
1226,0.006080
1227,0.095035
1228,0.004760
1229,0.031678
1230,0.323351
1231,0.017372
1232,0.001867
1233,0.005154
1234,0.026341
1235,0.012569
1236,0.048266
1237,0.397898
1238,0.111579
1239,0.089479
1240,0.187993
1241,0.287394
1242,0.008411
1243,0.026244
1244,0.007183
1245,0.012260
1246,0.056809
1247,0.201170
1248,0.116894
1249,0.266077
1250,0.002958
1251,0.018301
1252,0.351913
1253,0.060011
1254,0.536463
1255,0.016653
1256,0.001357
1257,0.025875
1258,0.261843
1259,0.289401
1260,0.002510
1261,0.001257
1262,0.419106
1263,0.012340
1264,0.001190
1265,0.175036
1266,0.030652
1267,0.044108
1268,0.001186
1269,0.014776
1270,0.674350
1271,0.248908
1272,0.564249
1273,0.019320
1274,0.790204
1275,0.426986
1276,0.001086
1277,0.035405
1278,0.678109
1279,0.505382
1280,0.004413
1281,0.012673
1282,0.002320
1283,0.055608
1284,0.059758
1285,0.092404
1286,0.945398
1287,0.633969
1288,0.336918
1289,0.002513
1290,0.008351
1291,0.110331
1292,0.439465
1293,0.000603
1294,0.019807
1295,0.256354
1296,0.175804
1297,0.012072
1298,0.021000
1299,0.016973
1300,0.683211
1301,0.073004
1302,0.018438
1303,0.004551
1304,0.021898
1305,0.028180
1306,0.000910
1307,0.021079
1308,0.103421
1309,0.005504
1310,0.821043
1311,0.991829
1312,0.157039
1313,0.693234
1314,0.011665
1315,0.598447
1316,0.071496
1317,0.057970
1318,0.004039
1319,0.661415
1320,0.075003
1321,0.459539
1322,0.131805
1323,0.153135
1324,0.204595
1325,0.004778
1326,0.046146
1327,0.207724
1328,0.032105
1329,0.792225
1330,0.195835
1331,0.996037
1332,0.228600
1333,0.026411
1334,0.048546
1335,0.012624
1336,0.016738
1337,0.995688
1338,0.261839
1339,0.834333
1340,0.004678
1341,0.016610
1342,0.001032
1343,0.027589
1344,0.008833
1345,0.074814
1346,0.597574
1347,0.092805
1348,0.357580
1349,0.713082
1350,0.065510
1351,0.141028
1352,0.184842
1353,0.003333
1354,0.002718
1355,0.012661
1356,0.035017
1357,0.001426
1358,0.005758
1359,0.984244
1360,0.086608
1361,0.885458
1362,0.029584
1363,0.057090
1364,0.037716
1365,0.284430
1366,0.289401
1367,0.181502
1368,0.015813
1369,0.424692
1370,0.001465
1371,0.000911
1372,0.091471
1373,0.045076
1374,0.034077
1375,0.105998
1376,0.836392
1377,0.460716
1378,0.202158
1379,0.419328
1380,0.728487
1381,0.304926
1382,0.016654
1383,0.249637
1384,0.019454
1385,0.003794
1386,0.627049
1387,0.004704
1388,0.656978
1389,0.998695
1390,0.316011
1391,0.002141
1392,0.011762
1393,0.538871
1394,0.059787
1395,0.690083
1396,0.998537
1397,0.579737
1398,0.341910
1399,0.191581
1400,0.006779
1401,0.035178
1402,0.046821
1403,0.006645
1404,0.988821
1405,0.429302
1406,0.001291
1407,0.006132
1408,0.062885
1409,0.892643
1410,0.003769
1411,0.071283
1412,0.015662
1413,0.002282
1414,0.042922
1415,0.698164
1416,0.169355
1417,0.007796
1418,0.547452
1419,0.997219
1420,0.153751
1421,0.513366
1422,0.376815
1423,0.020001
1424,0.490922
1425,0.513380
1426,0.017450
1427,0.087517
1428,0.026345
1429,0.614932
1430,0.006394
1431,0.005186
1432,0.330507
1433,0.996636
1434,0.022135
1435,0.997069
1436,0.005928
1437,0.003011
1438,0.010341
1439,0.010189
1440,0.818889
1441,0.674992
1442,0.987918
1443,0.052954
1444,0.663745
1445,0.028214
1446,0.106919
1447,0.019472
1448,0.362485
1449,0.018375
1450,0.825198
1451,0.294336
1452,0.066947
1453,0.054890
1454,0.024910
1455,0.058034
1456,0.075231
1457,0.470878
1458,0.975954
1459,0.247608
1460,0.246072
1461,0.996639
1462,0.486076
1463,0.001393
1464,0.047438
1465,0.058889
1466,0.001272
1467,0.002876
1468,0.023301
1469,0.889397
1470,0.079801
1471,0.026601
1472,0.994003
1473,0.014770
1474,0.015443
1475,0.011163
1476,0.791357
1477,0.094576
1478,0.019686
1479,0.009510
1480,0.860673
1481,0.002401
1482,0.016879
1483,0.208567
1484,0.025916
1485,0.789035
1486,0.032820
1487,0.049979
1488,0.002436
1489,0.007525
1490,0.095765
1491,0.559070
1492,0.015066
1493,0.995263
1494,0.729060
1495,0.057104
1496,0.015440
1497,0.001947
1498,0.005572
1499,0.179890
1500,0.599029
1501,0.013813
1502,0.904944
1503,0.729256
1504,0.027617
1505,0.678862
1506,0.107145
1507,0.655607
1508,0.009220
1509,0.480434
1510,0.016340
1511,0.017270
1512,0.296670
1513,0.409786
1514,0.008664
1515,0.000432
1516,0.626818
1517,0.339961
1518,0.054608
1519,0.997143
1520,0.020040
1521,0.455311
1522,0.024605
1523,0.077609
1524,0.996607
1525,0.685011
1526,0.991841
1527,0.001618
1528,0.004228
1529,0.056175
1530,0.014560
1531,0.017409
1532,0.970014
1533,0.161336
1534,0.287469
1535,0.995906
1536,0.959351
1537,0.439259
1538,0.002525
1539,0.987748
1540,0.014910
1541,0.057989
1542,0.573770
1543,0.825515
1544,0.010318
1545,0.538785
1546,0.652502
1547,0.002348
1548,0.193134
1549,0.008494
1550,0.748624
1551,0.325002
1552,0.010474
1553,0.012328
1554,0.014190
1555,0.012517
1556,0.989061
1557,0.011263
1558,0.001190
1559,0.017114
1560,0.089844
1561,0.002537
1562,0.806835
1563,0.364862
1564,0.336665
1565,0.005237
1566,0.005192
1567,0.622283
1568,0.191203
1569,0.373241
1570,0.347971
1571,0.784329
1572,0.000173
1573,0.588229
1574,0.005044
1575,0.340589
1576,0.916471
1577,0.015163
1578,0.010279
1579,0.517550
1580,0.102386
1581,0.459137
1582,0.002932
1583,0.270661
1584,0.029034
1585,0.106291
1586,0.015989
1587,0.578753
1588,0.385460
1589,0.075471
1590,0.014920
1591,0.981376
1592,0.002307
1593,0.997100
1594,0.037567
1595,0.984081
1596,0.015886
1597,0.019942
1598,0.001863
1599,0.481347
1600,0.001030
1601,0.016396
1602,0.416038
1603,0.004476
1604,0.588889
1605,0.019411
1606,0.130446
1607,0.007904
1608,0.957735
1609,0.086996
1610,0.001887
1611,0.010139
1612,0.253439
1613,0.085230
1614,0.018409
1615,0.019072
1616,0.001887
1617,0.001762
1618,0.022347
1619,0.296062
1620,0.094210
1621,0.043976
1622,0.001416
1623,0.004677
1624,0.028080
1625,0.010658
1626,0.000907
1627,0.616726
1628,0.019338
1629,0.048670
1630,0.058817
1631,0.041530
1632,0.031874
1633,0.009483
1634,0.291292
1635,0.048897
1636,0.013051
1637,0.081382
1638,0.568280
1639,0.108632
1640,0.050962
1641,0.160305
1642,0.009722
1643,0.053580
1644,0.001426
1645,0.373480
1646,0.001222
1647,0.205283
1648,0.001178
1649,0.000742
1650,0.745534
1651,0.997211
1652,0.055098
1653,0.079362
1654,0.378073
1655,0.002830
1656,0.236600
1657,0.435060
1658,0.773261
1659,0.021601
1660,0.091713
1661,0.683650
1662,0.169355
1663,0.036553
1664,0.683037
1665,0.351640
1666,0.021326
1667,0.010873
1668,0.246381
1669,0.628258
1670,0.743362
1671,0.469558
1672,0.176102
1673,0.297310
1674,0.002853
1675,0.683224
1676,0.985163
1677,0.002065
1678,0.051909
1679,0.060858
1680,0.755793
1681,0.014694
1682,0.450216
1683,0.044633
1684,0.007036
1685,0.006731
1686,0.796794
1687,0.014602
1688,0.016040
1689,0.000874
1690,0.697324
1691,0.993529
1692,0.081382
1693,0.633758
1694,0.015861
1695,0.054784
1696,0.248323
1697,0.326101
1698,0.209251
1699,0.751741
1700,0.141406
1701,0.017294
1702,0.052428
1703,0.027594
1704,0.182315
1705,0.258644
1706,0.165987
1707,0.002687
1708,0.237877
1709,0.002008
1710,0.735133
1711,0.030644
1712,0.459480
1713,0.022916
1714,0.001113
1715,0.796802
1716,0.992456
1717,0.826860
1718,0.200893
1719,0.005745
1720,0.011073
1721,0.270691
1722,0.222865
1723,0.851795
1724,0.023715
1725,0.011555
1726,0.006035
1727,0.092143
1728,0.329989
1729,0.001178
1730,0.996450
1731,0.354159
1732,0.001253
1733,0.004518
1734,0.000398
1735,0.103896
1736,0.056501
1737,0.250567
1738,0.009398
1739,0.644050
1740,0.147403
1741,0.360166
1742,0.191376
1743,0.008512
1744,0.073292
1745,0.010898
1746,0.439406
1747,0.002411
1748,0.015225
1749,0.269946
1750,0.129255
1751,0.087612
1752,0.992741
1753,0.043352
1754,0.028232
1755,0.908609
1756,0.013630
1757,0.081854
1758,0.577767
1759,0.003590
1760,0.001411
1761,0.039008
1762,0.488999
1763,0.997091
1764,0.008935
1765,0.060507
1766,0.291013
1767,0.041778
1768,0.008904
1769,0.026949
1770,0.292344
1771,0.103855
1772,0.003704
1773,0.014752
1774,0.070709
1775,0.006722
1776,0.677705
1777,0.624744
1778,0.446467
1779,0.089377
1780,0.656425
1781,0.536987
1782,0.007942
1783,0.062358
1784,0.610339
1785,0.251962
1786,0.101844
1787,0.107054
1788,0.046276
1789,0.345814
1790,0.064226
1791,0.278742
1792,0.054102
1793,0.939226
1794,0.998530
1795,0.297310
1796,0.011985
1797,0.234655
1798,0.520213
1799,0.016715
1800,0.173490
1801,0.002293
1802,0.001062
1803,0.434927
1804,0.569707
1805,0.059494
1806,0.311032
1807,0.002417
1808,0.120289
1809,0.001151
1810,0.004717
1811,0.996805
1812,0.313177
1813,0.278717
1814,0.318325
1815,0.991438
1816,0.798942
1817,0.002838
1818,0.001803
1819,0.001852
1820,0.000740
1821,0.560422
1822,0.004103
1823,0.010348
1824,0.380678
1825,0.003806
1826,0.506343
1827,0.001352
1828,0.992878
1829,0.020310
1830,0.139763
1831,0.016426
1832,0.004396
1833,0.300877
1834,0.261839
1835,0.565300
1836,0.007719
1837,0.681352
1838,0.993910
1839,0.063358
1840,0.010911
1841,0.364163
1842,0.447037
1843,0.073964
1844,0.000427
1845,0.103539
1846,0.039819
1847,0.006068
1848,0.154769
1849,0.355405
1850,0.019194
1851,0.020966
1852,0.817916
1853,0.048412
1854,0.004025
1855,0.011189
1856,0.991831
1857,0.228501
1858,0.998315
1859,0.989186
1860,0.744473
1861,0.020521
1862,0.001013
1863,0.122786
1864,0.165118
1865,0.001514
1866,0.049914
1867,0.000957
1868,0.006673
1869,0.996761
1870,0.020676
1871,0.458313
1872,0.988430
1873,0.968929
